measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Oman,Both,All Ages,Malaria,Number,2015,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Percent,2015,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Rate,2015,0,0,0
Incidence,Oman,Both,All Ages,Tuberculosis,Number,2016,614.576716,736.8722675,513.694677
Incidence,Oman,Both,All Ages,Tuberculosis,Percent,2016,2.69E-05,3.26E-05,2.22E-05
Incidence,Oman,Both,All Ages,Tuberculosis,Rate,2016,14.0592225,16.85688848,11.7514178
Incidence,Oman,Both,All Ages,Malaria,Number,2016,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Percent,2016,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Rate,2016,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Number,2017,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Percent,2017,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Rate,2017,0,0,0
Incidence,Oman,Both,All Ages,Tuberculosis,Number,2017,606.0498057,722.6644641,504.8753878
Incidence,Oman,Both,All Ages,Tuberculosis,Percent,2017,2.56E-05,3.09E-05,2.11E-05
Incidence,Oman,Both,All Ages,Tuberculosis,Rate,2017,13.43985147,16.02591564,11.19619239
Incidence,Oman,Both,All Ages,Tuberculosis,Number,2018,599.2268278,720.0297731,502.6468948
Incidence,Oman,Both,All Ages,Tuberculosis,Percent,2018,2.51E-05,3.04E-05,2.07E-05
Incidence,Oman,Both,All Ages,Tuberculosis,Rate,2018,13.23209827,15.89966315,11.09942479
Incidence,Oman,Both,All Ages,Malaria,Number,2018,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Percent,2018,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Rate,2018,0,0,0
Incidence,Oman,Both,All Ages,Tuberculosis,Number,2019,602.1810464,729.2884402,499.8520214
Incidence,Oman,Both,All Ages,Tuberculosis,Percent,2019,2.49E-05,3.03E-05,2.04E-05
Incidence,Oman,Both,All Ages,Tuberculosis,Rate,2019,13.13658886,15.90943862,10.90427959
Incidence,Oman,Both,All Ages,Malaria,Number,2019,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Percent,2019,0,0,0
Incidence,Oman,Both,All Ages,Malaria,Rate,2019,0,0,0
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2010,28497.96806,33318.76358,24356.5251
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2010,0.000164166,0.000194078,0.000139327
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2010,98.57235292,115.2471262,84.24740958
Incidence,Peru,Both,All Ages,Malaria,Number,2010,56559.09515,67056.2601,47316.79605
Incidence,Peru,Both,All Ages,Malaria,Percent,2010,0.000325789,0.000384925,0.000270306
Incidence,Peru,Both,All Ages,Malaria,Rate,2010,195.6337054,231.9426186,163.6652799
Incidence,Peru,Both,All Ages,Malaria,Number,2009,68743.11358,79526.3472,59347.68599
Incidence,Peru,Both,All Ages,Malaria,Percent,2009,0.00040136,0.000463785,0.000342503
Incidence,Peru,Both,All Ages,Malaria,Rate,2009,241.0402893,278.8505312,208.0962391
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2009,28243.95337,32853.70296,24152.79275
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2009,0.000164916,0.000193901,0.000139959
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2009,99.0343663,115.1979544,84.68915427
Incidence,Peru,Both,All Ages,Malaria,Number,2012,76852.65936,85968.62122,68147.76284
Incidence,Peru,Both,All Ages,Malaria,Percent,2012,0.000425668,0.000483798,0.000374729
Incidence,Peru,Both,All Ages,Malaria,Rate,2012,256.1544618,286.5385022,227.1405266
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2011,28250.55565,32902.35208,24103.18852
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2011,0.000159955,0.00018795,0.000136159
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2011,96.11457427,111.941004,82.00432345
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2012,27491.19641,31868.32153,23460.00473
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2012,0.000152278,0.000179894,0.000129076
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2012,91.62978459,106.2190017,78.19358413
Incidence,Peru,Both,All Ages,Malaria,Number,2011,62812.72664,71865.38589,54542.78914
Incidence,Peru,Both,All Ages,Malaria,Percent,2011,0.000355618,0.000407965,0.000306313
Incidence,Peru,Both,All Ages,Malaria,Rate,2011,213.7026455,244.5017739,185.5665079
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2013,26591.3664,31049.80496,22654.3433
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2013,0.000143321,0.00016849,0.000121325
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2013,86.39391166,100.8791375,73.60273647
Incidence,Peru,Both,All Ages,Malaria,Number,2013,94420.39596,105554.4888,83908.94152
Incidence,Peru,Both,All Ages,Malaria,Percent,2013,0.000508865,0.000573797,0.000446654
Incidence,Peru,Both,All Ages,Malaria,Rate,2013,306.7667613,342.940827,272.6156141
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2014,25770.70877,30294.02094,21896.80216
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2014,0.000135372,0.000159625,0.000113809
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2014,81.76425512,96.11563571,69.473282
Incidence,Peru,Both,All Ages,Malaria,Number,2014,110113.9586,124212.3389,96152.7171
Incidence,Peru,Both,All Ages,Malaria,Percent,2014,0.00057838,0.000659538,0.00050401
Incidence,Peru,Both,All Ages,Malaria,Rate,2014,349.3650828,394.0958494,305.0694244
Incidence,Peru,Both,All Ages,Malaria,Number,2015,118103.1953,136329.6447,101200.3712
Incidence,Peru,Both,All Ages,Malaria,Percent,2015,0.000607482,0.000707062,0.000515779
Incidence,Peru,Both,All Ages,Malaria,Rate,2015,367.6550714,424.3939811,315.0366049
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2015,25400.03995,29975.64158,21496.81791
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2015,0.000130658,0.000154512,0.000109511
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2015,79.07028658,93.31412764,66.91956217
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2016,25496.97654,29971.96052,21767.3583
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2016,0.000128628,0.00015158,0.000109642
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2016,78.15762721,91.87510186,66.72497317
Incidence,Peru,Both,All Ages,Malaria,Number,2016,103863.105,114302.9865,95403.25628
Incidence,Peru,Both,All Ages,Malaria,Percent,2016,0.000523981,0.000584038,0.000472618
Incidence,Peru,Both,All Ages,Malaria,Rate,2016,318.3786841,350.3807675,292.4461309
Incidence,Peru,Both,All Ages,Malaria,Number,2017,86181.59133,101122.8118,72808.92761
Incidence,Peru,Both,All Ages,Malaria,Percent,2017,0.000425384,0.00050534,0.000355889
Incidence,Peru,Both,All Ages,Malaria,Rate,2017,259.3095156,304.2657596,219.0728607
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2017,25860.92155,30519.91021,22131.47284
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2017,0.000127629,0.00015112,0.000109205
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2017,77.8122443,91.83055234,66.59080452
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2018,26045.2536,30368.70668,22380.97777
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2018,0.000126753,0.000149105,0.000108293
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2018,77.31253717,90.14624316,66.43552805
Incidence,Peru,Both,All Ages,Malaria,Number,2018,84582.07538,116011.5126,62335.96527
Incidence,Peru,Both,All Ages,Malaria,Percent,2018,0.000411705,0.000574015,0.000300635
Incidence,Peru,Both,All Ages,Malaria,Rate,2018,251.0728038,344.3677115,185.0376159
Incidence,Peru,Both,All Ages,Tuberculosis,Number,2019,26005.15383,30344.57348,22198.47612
Incidence,Peru,Both,All Ages,Tuberculosis,Percent,2019,0.00012546,0.000148343,0.000106228
Incidence,Peru,Both,All Ages,Tuberculosis,Rate,2019,76.49610192,89.26082886,65.29847517
Incidence,Peru,Both,All Ages,Malaria,Number,2019,90340.01555,201209.1865,35935.16762
Incidence,Peru,Both,All Ages,Malaria,Percent,2019,0.000435839,0.000952386,0.000177283
Incidence,Peru,Both,All Ages,Malaria,Rate,2019,265.7419018,591.8718473,105.705979
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2010,21740.5697,25355.06888,18423.83961
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2010,0.00037913,0.000448669,0.000319447
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2010,210.7226115,245.7565005,178.5748787
Incidence,Rwanda,Both,All Ages,Malaria,Number,2010,747115.3445,968662.0035,527996.0425
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2010,0.013028305,0.017172706,0.009059087
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2010,7241.489007,9388.851803,5117.653607
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2009,21639.79779,25225.95595,18458.02581
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2009,0.00038449,0.000453096,0.000322716
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2009,215.4268551,251.1275018,183.7519228
Incidence,Rwanda,Both,All Ages,Malaria,Number,2009,707110.4352,912816.2232,512133.1846
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2009,0.01256327,0.016398255,0.009171686
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2009,7039.371568,9087.198052,5098.348998
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2012,21604.43555,25335.21236,18468.70247
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2012,0.00036157,0.000426151,0.000305203
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2012,198.516457,232.7974078,169.7031783
Incidence,Rwanda,Both,All Ages,Malaria,Number,2012,703654.4002,908747.7724,498257.9685
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2012,0.011775742,0.015392671,0.008230668
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2012,6465.662022,8350.201402,4578.337922
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2011,21757.2931,25374.72578,18545.18768
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2011,0.000371331,0.000436999,0.00031259
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2011,205.3161218,239.4525948,175.0045834
Incidence,Rwanda,Both,All Ages,Malaria,Number,2011,741569.3331,955608.9556,525905.3524
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2011,0.012655735,0.016564901,0.008846508
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2011,6997.935767,9017.754363,4962.788658
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2013,21328.59975,25134.8035,18271.24123
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2013,0.000351739,0.000416615,0.000296699
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2013,191.6492392,225.8500804,164.1771856
Incidence,Rwanda,Both,All Ages,Malaria,Number,2013,650135.5358,854002.6638,459192.1517
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2013,0.010721159,0.01403452,0.007541462
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2013,5841.826574,7673.685225,4126.094893
Incidence,Rwanda,Both,All Ages,Malaria,Number,2014,602826.5655,799928.1534,424413.0771
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2014,0.009818407,0.012967837,0.006807984
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2014,5318.285433,7057.164514,3744.2774
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2014,21116.97839,24895.71303,18001.54797
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2014,0.000343955,0.000404578,0.000289558
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2014,186.2992193,219.6361533,158.8141197
Incidence,Rwanda,Both,All Ages,Malaria,Number,2015,589099.1391,786990.9802,405877.2019
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2015,0.009413268,0.012571035,0.00648628
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2015,5084.315798,6792.253473,3502.989111
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2015,21272.9639,25189.63734,18166.10342
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2015,0.000339943,0.000398699,0.000285152
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2015,183.59977,217.4032562,156.785506
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2016,21816.70467,25597.03701,18728.19848
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2016,0.000336104,0.000394539,0.000282849
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2016,183.7028636,215.534338,157.6967624
Incidence,Rwanda,Both,All Ages,Malaria,Number,2016,757231.5518,1051754.926,509467.7739
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2016,0.011664323,0.016263451,0.007873367
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2016,6376.10522,8856.075865,4289.863681
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2017,22355.26739,26214.36397,19140.12473
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2017,0.000332581,0.000395025,0.00028135
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2017,184.0492173,215.8208661,157.5791921
Incidence,Rwanda,Both,All Ages,Malaria,Number,2017,931646.8654,1313387.193,573801.5233
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2017,0.013854843,0.019704485,0.008695702
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2017,7670.177831,10813.01693,4724.064328
Incidence,Rwanda,Both,All Ages,Malaria,Number,2018,885522.0095,1391456.632,486716.9865
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2018,0.012860632,0.020303341,0.007144946
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2018,7134.377558,11210.53668,3921.328559
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2018,22458.88567,26377.01316,19235.96623
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2018,0.000326375,0.000382499,0.000276713
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2018,180.944311,212.5114551,154.9782437
Incidence,Rwanda,Both,All Ages,Tuberculosis,Number,2019,22130.79288,26226.33154,18851.60639
Incidence,Rwanda,Both,All Ages,Tuberculosis,Percent,2019,0.000315113,0.000374248,0.000264515
Incidence,Rwanda,Both,All Ages,Tuberculosis,Rate,2019,174.4214082,206.6999454,148.5768608
Incidence,Rwanda,Both,All Ages,Malaria,Number,2019,695856.32,1423712.739,272369.1343
Incidence,Rwanda,Both,All Ages,Malaria,Percent,2019,0.009892481,0.020442403,0.003772076
Incidence,Rwanda,Both,All Ages,Malaria,Rate,2019,5484.314995,11220.83525,2146.647353
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2009,156445.9998,175737.733,140146.02
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2009,0.000396341,0.000448542,0.000348265
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2009,176.5991004,198.375961,158.1993857
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2009,46549.14729,53117.34399,40419.84774
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2009,0.000117909,0.000135557,0.000101549
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2009,52.54552718,59.95982751,45.62666196
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2010,159065.0421,179240.5287,141867.6347
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2010,0.00039931,0.000453354,0.000350433
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2010,177.7854693,200.3354168,158.5640923
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2010,43726.3772,51295.6772,36973.92347
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2010,0.000109746,0.000128832,9.21E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2010,48.87255168,57.33268556,41.32539902
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2011,160655.0641,180137.7476,143539.0965
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2011,0.000399596,0.000452774,0.000351027
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2011,177.8177196,199.3817231,158.8732665
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2011,39987.97892,45511.63685,34984.52374
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2011,9.94E-05,0.000113855,8.60E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2011,44.2598636,50.37360962,38.7218932
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2013,160069.3158,178135.0412,143024.3781
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2013,0.000391645,0.000441995,0.000346303
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2013,173.8745924,193.4984075,155.3596035
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2013,31573.51514,34822.0803,28421.09141
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2013,7.72E-05,8.60E-05,6.86E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2013,34.29659238,37.82533204,30.87228592
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2012,160826.788,179178.2504,143767.1282
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2012,0.000396674,0.000448147,0.000349819
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2012,176.3119678,196.4303976,157.6097215
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2012,35887.55903,40056.15181,32068.61095
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2012,8.85E-05,9.98E-05,7.79E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2012,39.34298651,43.91295154,35.15633167
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2015,158069.6417,174362.0788,141317.0856
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2015,0.000380873,0.000428779,0.000334938
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2015,168.8006502,186.1991458,150.910799
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2014,27207.09082,30215.53299,24286.88023
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2014,6.61E-05,7.43E-05,5.85E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2014,29.29659706,32.53608779,26.15211412
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2015,22961.50978,26010.60661,20045.81144
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2015,5.53E-05,6.33E-05,4.79E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2015,24.52031736,27.77641082,21.40667852
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2014,158949.6232,176090.7196,142228.9644
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2014,0.000385958,0.000435217,0.000340874
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2014,171.156964,189.6144977,153.1521576
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2016,156466.3132,171827.9941,140654.9944
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2016,0.000372654,0.000413796,0.00033025
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2016,165.7674347,182.042289,149.016214
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2016,18082.04009,19615.82168,16950.2393
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2016,4.31E-05,4.74E-05,3.94E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2016,19.15692482,20.78188188,17.95784428
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2017,155726.4422,169644.272,140544.1219
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2017,0.000366879,0.000404568,0.000323074
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2017,163.7576936,178.3933051,147.7923783
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2017,14943.70827,17120.07369,12983.37366
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2017,3.52E-05,4.05E-05,3.03E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2017,15.71439741,18.00300413,13.65296282
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2018,155757.7706,169983.3762,139595.2567
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2018,0.000364993,0.000405339,0.000321985
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2018,162.6651522,177.52162,145.7858802
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2019,17600.34996,35551.40269,5901.916875
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2019,4.12E-05,8.24E-05,1.37E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2019,18.26275312,36.88940799,6.124040208
Incidence,Viet Nam,Both,All Ages,Malaria,Number,2018,15212.73359,19905.33842,10977.02126
Incidence,Viet Nam,Both,All Ages,Malaria,Percent,2018,3.56E-05,4.68E-05,2.57E-05
Incidence,Viet Nam,Both,All Ages,Malaria,Rate,2018,15.88737189,20.78807942,11.46381864
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Number,2019,154499.0964,170988.0005,137040.3087
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Percent,2019,0.000361296,0.000405098,0.000316912
Incidence,Viet Nam,Both,All Ages,Tuberculosis,Rate,2019,160.3137927,177.4232698,142.1979296